Label,Num Words in Subject,Num Words in Body,Avg Word Length in Body,free,now,click,here,buy,time,offer,the,to,ect,and,of,a,for,you,in,hou,on,this,is,i,enron,be,that,we,from,will,have,with,your,2000,com,at,are,s,it,please
0,5,2025,4.213333333333333,0,2,0,1,0,1,0,65,54,135,21,11,25,19,5,14,72,19,13,14,7,41,15,7,6,19,11,6,3,4,27,0,2,1,9,3,7
0,9,55,3.6,0,0,0,0,0,0,0,5,0,0,0,1,0,2,1,0,0,2,1,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,1
0,4,55,4.6,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,8,59,4.711864406779661,0,0,0,0,0,0,0,2,5,0,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,9,79,4.012658227848101,0,0,0,0,0,0,0,8,0,0,1,2,1,1,2,2,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
0,2,65,3.7384615384615385,0,0,0,0,0,0,0,4,3,0,0,0,0,1,3,0,0,1,1,1,3,0,0,2,0,1,0,1,0,0,0,0,0,1,0,1,0
0,7,105,3.961904761904762,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,1,0,2,1,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1,4,0,1
0,5,39,4.9743589743589745,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0
0,6,56,4.053571428571429,0,1,0,0,0,0,0,3,1,0,1,0,1,0,1,1,0,2,0,1,1,0,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0
0,3,56,4.053571428571429,0,0,0,0,0,0,0,3,2,0,3,0,0,2,1,3,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,6,43,4.953488372093023,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,7,8,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,270,4.348148148148148,0,0,0,0,0,1,0,12,10,1,2,0,1,2,1,1,1,4,2,0,1,0,3,6,0,2,0,0,0,0,3,7,1,0,7,4,0
0,2,24,3.9583333333333335,0,0,0,0,0,0,0,1,2,0,0,0,1,0,3,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,5,157,4.43312101910828,0,1,0,0,0,0,0,7,2,14,5,2,3,1,0,2,7,2,1,2,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,4,162,4.333333333333333,0,0,0,0,0,0,0,7,4,6,2,1,1,1,0,2,3,2,0,1,0,2,0,0,0,0,1,0,1,0,2,0,0,0,0,1,1
0,5,214,4.285046728971962,0,0,0,0,0,0,0,1,4,0,1,2,2,1,0,1,0,1,1,1,1,5,0,1,1,1,0,0,0,0,0,3,0,0,0,0,0
0,1,75,3.6266666666666665,0,0,0,0,0,0,0,2,0,0,1,1,1,0,1,0,0,1,0,0,1,0,3,0,0,1,3,1,0,0,0,0,0,0,0,0,0
0,3,139,4.345323741007194,0,0,0,0,0,0,0,6,5,2,0,0,4,1,0,0,1,1,5,4,2,0,0,0,1,0,0,1,3,0,1,0,1,0,0,0,0
0,2,60,4.216666666666667,0,0,0,0,0,0,0,6,1,0,1,1,1,1,1,3,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1
0,2,130,4.138461538461539,0,0,0,0,0,1,0,4,6,0,0,3,1,2,4,2,0,0,1,1,7,0,2,1,1,0,0,1,1,3,0,0,0,1,0,1,1
1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,9,3.888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,145,3.696551724137931,0,0,0,1,0,0,0,3,5,6,0,0,0,3,5,1,3,1,1,1,1,3,1,0,0,0,1,2,0,0,4,0,0,1,1,2,2
0,10,104,3.9711538461538463,0,0,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,2,0,0,0,4,1,0,0,2,1,0,1,0,4,4,2,0,0,0,1
0,2,111,4.09009009009009,0,0,0,0,0,0,0,2,4,3,1,0,0,2,0,1,2,2,0,1,2,1,2,3,0,1,0,0,0,1,2,0,0,0,1,1,1
1,4,77,11.181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,9,4.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,16,3.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,190,4.978947368421053,0,0,0,0,0,0,0,4,4,0,3,1,2,2,4,3,0,1,1,0,0,0,3,6,5,0,1,5,1,10,0,4,1,0,0,0,1
0,4,83,3.855421686746988,0,0,1,0,0,1,0,2,2,0,1,2,0,0,1,1,0,2,0,1,2,0,0,1,0,0,1,0,0,0,0,0,4,2,0,0,0
0,7,108,4.574074074074074,0,0,0,0,0,0,0,4,8,0,1,2,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
0,17,169,3.502958579881657,1,0,0,0,0,0,0,4,4,0,3,3,3,0,8,0,0,1,1,2,8,0,0,5,0,2,0,2,2,1,0,1,2,0,0,2,1
0,8,71,3.788732394366197,0,0,0,0,0,0,0,3,2,0,3,1,2,1,1,0,0,2,1,0,2,0,0,0,0,0,0,2,1,0,0,0,0,1,1,3,1
1,7,14,3.4285714285714284,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,9,4.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,263,3.7680608365019013,0,1,0,0,0,1,0,11,8,0,5,4,8,3,3,5,0,4,1,4,9,0,5,4,3,2,2,1,1,0,0,0,0,2,2,1,0
0,1,90,4.5777777777777775,0,0,0,0,0,0,0,4,3,0,2,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1
0,7,9,4.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,1201,4.512905911740217,0,0,0,0,0,3,0,34,41,105,12,11,12,14,8,15,51,7,8,6,8,9,5,10,5,5,13,6,7,0,4,0,0,8,4,6,1
0,5,42,4.119047619047619,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
0,5,82,4.378048780487805,0,0,0,0,0,0,0,8,0,0,1,3,0,6,1,1,0,0,1,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
0,3,121,3.603305785123967,0,0,0,0,1,0,0,7,3,0,2,1,0,3,2,1,0,1,2,1,3,0,0,2,5,3,0,5,1,0,0,0,1,0,0,0,0
0,6,42,4.309523809523809,0,0,0,0,0,0,0,2,1,0,0,1,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,9,3.888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,110,4.3,0,0,0,0,2,0,0,8,3,0,3,0,2,0,0,0,0,3,0,1,2,3,1,3,0,2,1,0,1,0,1,0,0,0,0,0,0
0,3,117,3.8974358974358974,0,0,0,0,0,0,0,3,1,3,2,1,0,3,0,3,2,3,0,1,3,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0
1,3,5,4.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,222,3.59009009009009,0,0,0,0,0,1,0,2,6,0,2,4,5,1,5,2,0,0,3,1,2,0,0,2,0,0,0,0,0,6,0,0,0,2,6,3,0
0,3,72,3.6944444444444446,0,0,0,0,0,0,0,1,1,3,1,1,0,2,1,0,2,2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,4,16,3.6875,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,5,34,4.323529411764706,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,4,42,4.023809523809524,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
0,6,340,3.9529411764705884,0,0,0,0,0,1,0,16,7,16,8,4,6,1,2,6,9,6,6,10,3,2,0,2,3,2,2,4,2,0,7,0,2,0,3,2,3
0,7,193,4.0880829015544045,0,0,0,0,1,0,0,9,4,20,1,2,7,1,2,1,10,2,2,1,2,4,0,1,0,0,0,2,1,0,1,0,0,0,0,1,2
0,2,85,5.035294117647059,0,0,0,0,0,0,0,1,3,0,5,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,2,0,0,0,0,2,0,3
1,1,497,4.557344064386318,0,0,0,0,0,1,0,25,11,0,13,15,8,9,9,9,0,2,6,5,9,0,3,9,2,2,11,1,4,7,0,0,4,1,1,1,2
0,5,128,4.1328125,0,0,0,0,0,0,0,3,2,3,0,2,0,2,1,1,2,2,1,3,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
1,5,30,6.1,0,0,0,0,1,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2,55,4.090909090909091,0,0,0,0,0,0,0,3,2,0,1,0,0,2,1,1,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
0,12,63,3.4444444444444446,0,0,0,0,0,0,0,3,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,3,1,1,0,0,0,0,0,0,0,0
0,3,197,4.16243654822335,0,0,0,0,0,0,0,7,7,6,0,0,5,1,0,0,3,1,5,5,2,0,1,2,1,0,1,1,3,0,1,0,1,0,0,0,0
1,2,70,4.871428571428571,0,0,0,0,0,0,0,1,1,0,0,1,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,2,182,4.137362637362638,0,0,0,0,0,0,0,3,2,5,1,0,0,0,0,2,3,1,0,0,1,1,0,0,0,1,1,1,0,0,2,0,0,1,1,0,2
0,7,459,3.5751633986928106,0,0,0,1,0,0,0,19,15,13,4,2,4,10,1,9,8,8,2,11,2,3,5,2,1,4,0,0,0,0,7,0,1,1,1,3,1
0,7,10,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,244,4.717213114754099,0,0,0,0,0,1,0,10,5,0,1,3,4,3,2,2,0,2,2,2,1,0,4,0,1,0,5,2,2,1,0,0,4,3,0,0,2
1,9,74,9.797297297297296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,22,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,72,3.9027777777777777,0,0,0,0,0,0,0,1,3,0,0,1,0,2,1,3,0,3,4,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,1
0,10,64,3.65625,0,0,0,0,0,0,0,3,1,0,1,1,0,2,1,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,59,3.8135593220338984,0,0,0,0,0,0,0,4,2,0,1,0,0,2,0,1,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2
1,6,183,4.688524590163935,0,0,1,0,0,1,0,2,6,0,7,3,4,2,7,2,0,3,3,4,0,0,1,4,2,0,0,5,1,7,0,0,1,0,1,0,3
0,6,1226,4.393964110929853,0,2,0,1,0,9,0,40,41,0,26,16,26,14,5,14,0,11,33,14,19,0,10,17,21,5,1,5,11,3,0,0,7,9,4,23,1
0,3,43,3.9767441860465116,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,6,9,4.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,253,4.173913043478261,0,0,0,0,0,0,0,4,6,7,0,1,3,3,2,1,4,1,3,1,0,1,3,1,0,3,0,0,0,0,2,0,0,1,0,0,1
1,2,18,4.333333333333333,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,4,359,4.105849582172702,0,0,0,0,0,0,0,8,2,14,4,1,1,1,0,2,7,3,1,0,0,0,4,0,0,1,2,1,0,0,0,0,0,1,0,0,0
0,2,8,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,6,9,3.888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,517,4.288201160541586,0,0,0,1,0,0,0,20,23,0,12,9,15,7,10,10,0,3,14,6,12,0,6,4,0,2,6,1,5,6,1,0,1,2,0,0,1
0,4,90,3.7111111111111112,0,0,0,0,0,0,0,3,1,5,0,0,2,1,2,2,3,1,1,0,0,2,0,2,1,1,0,2,1,0,3,0,1,0,1,0,0
0,7,47,4.48936170212766,0,0,0,0,0,0,0,5,2,0,0,1,0,2,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1
0,3,93,4.634408602150538,0,0,0,0,0,0,0,5,7,0,2,3,0,2,3,0,0,1,0,0,0,0,1,0,0,0,2,3,0,0,0,0,1,3,2,0,2
0,6,9,4.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,122,3.8852459016393444,0,0,0,0,0,0,0,9,1,0,3,6,2,2,0,2,0,1,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,14,3.9285714285714284,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10,91,3.4065934065934065,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0
1,6,5,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,64,4.03125,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
0,4,227,3.656387665198238,0,1,0,0,0,0,0,13,8,2,0,3,6,4,2,2,1,3,2,8,5,1,3,0,4,1,1,2,4,0,2,0,0,0,0,4,0
0,3,307,3.9348534201954397,0,0,0,0,0,0,0,9,11,1,7,2,4,0,7,2,0,1,5,3,8,5,3,5,0,2,1,2,2,2,3,0,1,0,1,4,0
1,6,5,4.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,297,4.4646464646464645,0,0,0,1,1,0,0,10,9,0,10,5,7,0,3,2,0,2,0,3,1,0,1,1,0,2,0,0,3,2,0,5,1,0,0,1,4
0,3,20,3.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,105,4.723809523809524,0,1,0,0,0,0,0,3,3,0,3,3,3,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,1,0
1,4,437,7.105263157894737,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,2,29,3.896551724137931,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,3,63,4.698412698412699,0,0,0,0,0,0,0,2,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0
1,1,41,5.146341463414634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,9,3.888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,19,6.473684210526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,5,55,4.672727272727273,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0
1,5,183,6.076502732240437,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
0,7,120,4.15,0,0,0,0,0,0,0,8,3,0,0,2,1,5,2,0,0,6,2,2,1,0,0,1,2,1,0,1,0,1,0,0,0,1,0,1,2
0,7,9,3.4444444444444446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,214,3.397196261682243,0,0,0,0,0,0,0,5,2,2,1,9,0,0,2,0,1,1,0,0,4,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,1
0,4,8,5.625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,7,93,4.21505376344086,0,0,0,0,0,0,0,3,7,0,1,1,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,7,278,3.985611510791367,0,0,0,0,0,0,0,17,8,7,2,2,0,6,8,4,4,3,6,9,8,0,1,3,0,1,2,0,2,0,3,0,1,0,0,1,2
0,4,109,3.688073394495413,0,0,0,0,0,0,0,2,3,5,0,0,1,2,1,1,3,2,0,2,0,1,2,0,0,2,2,0,0,0,3,0,0,0,0,1,1
0,8,21,3.7142857142857144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,512,4.77734375,2,0,1,0,0,1,0,17,14,0,9,6,2,8,3,9,0,2,6,3,0,0,4,0,1,1,0,2,4,5,0,6,1,2,4,1,3
0,8,90,4.133333333333334,0,0,0,0,0,0,0,5,2,0,0,3,0,1,2,0,0,1,1,1,1,0,0,2,0,1,0,0,0,1,0,0,0,0,1,2,1
1,8,34,4.147058823529412,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,9,4.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,777,4.51994851994852,1,2,1,1,0,2,0,26,23,0,23,14,7,1,6,8,0,8,14,5,2,1,5,3,20,4,1,13,3,9,0,6,3,0,4,15,1
0,7,21,3.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,35,4.314285714285714,1,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
0,10,94,4.382978723404255,0,0,0,0,0,0,0,4,1,1,0,4,0,2,0,0,1,1,1,3,2,1,3,0,0,1,1,0,0,0,0,0,1,0,0,0,3
0,3,67,4.298507462686567,0,0,0,0,0,2,0,4,1,0,0,0,1,1,1,1,0,1,0,0,0,0,3,1,0,0,3,1,1,0,0,0,0,0,0,0,1
0,8,31,5.0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,6,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,1382,7.01013024602026,0,0,1,1,0,0,0,1,3,0,3,0,2,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
0,10,164,4.0426829268292686,0,0,0,0,1,0,0,5,3,1,0,2,1,3,1,2,1,2,3,4,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0
0,5,32,3.40625,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
0,4,26,4.538461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,11,4.2727272727272725,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,6,311,4.205787781350482,0,0,0,0,0,0,0,9,5,40,6,2,3,1,0,2,20,2,1,1,0,6,3,1,0,0,1,0,1,0,3,0,0,0,2,0,0
1,7,72,5.236111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
0,9,100,3.78,0,0,0,0,0,2,0,6,3,0,3,2,0,0,1,0,0,3,1,1,1,1,0,2,1,0,2,0,0,0,2,0,3,1,0,0,0
0,6,9,3.888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,27,4.296296296296297,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,6,42,4.190476190476191,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,6,38,4.2894736842105265,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
0,2,33,4.575757575757576,0,0,0,0,0,0,0,0,1,0,1,0,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,20,74,4.77027027027027,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1
0,8,86,4.337209302325581,0,0,0,0,0,0,0,7,2,0,0,4,0,1,2,0,0,0,1,1,1,0,0,2,0,1,0,0,0,1,1,0,0,0,1,2,1
0,9,66,4.287878787878788,0,0,0,0,0,0,0,2,0,0,0,1,1,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0
1,2,13,5.923076923076923,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3,51,4.0,0,0,0,0,0,0,0,4,3,0,0,3,0,2,2,1,0,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2
0,8,90,4.7555555555555555,0,0,0,0,0,0,0,2,2,0,2,0,0,1,3,0,0,1,0,1,0,0,0,1,2,1,0,3,1,0,0,0,0,0,0,0,2
0,5,93,3.5591397849462365,0,1,0,0,0,0,0,5,1,0,2,3,2,3,2,0,0,0,1,1,3,0,2,1,2,0,2,2,1,0,0,0,1,0,0,1,0
0,1,311,4.02572347266881,0,0,0,0,0,0,0,8,12,6,4,2,3,1,2,3,3,10,1,1,5,3,0,2,1,8,1,3,0,0,0,0,0,0,0,1,0
0,6,9,4.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,283,3.8374558303886928,0,0,0,0,0,0,0,5,7,19,6,1,3,5,1,1,10,5,5,4,6,0,0,0,0,3,2,0,1,0,4,0,2,1,0,2,0
0,3,175,4.468571428571429,0,1,0,0,0,0,0,8,2,6,5,2,3,1,0,2,3,3,1,2,1,4,2,0,0,1,0,2,1,0,1,0,0,0,0,0,0
1,4,344,6.694767441860465,0,0,0,1,0,1,0,3,1,0,1,2,0,2,2,0,0,0,1,4,0,0,0,1,1,0,0,1,1,6,0,0,0,1,0,0,0
0,4,84,4.178571428571429,0,0,0,0,0,0,0,3,3,0,2,1,0,0,0,1,0,0,1,4,1,0,1,1,1,1,0,0,2,0,0,0,1,2,1,1,0
0,3,42,4.357142857142857,0,0,0,0,0,0,0,3,2,0,1,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,4,83,3.9759036144578315,0,0,0,0,0,0,0,0,3,0,2,2,2,3,1,1,0,0,2,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,2
1,3,88,3.340909090909091,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,8,59,5.101694915254237,0,0,0,1,0,0,0,1,1,1,0,0,0,2,0,0,1,1,0,1,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0
0,6,9,4.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,80,4.0625,0,0,0,0,0,0,0,2,2,0,2,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,1,1,0,1,3,0,1,1,0,0,0
1,4,210,5.423809523809524,0,0,0,0,0,1,1,7,4,0,0,5,8,4,3,2,0,2,1,1,2,0,1,0,4,2,0,1,1,3,0,0,1,2,0,1,1
